Column1	Column2
@Pakistanomy	2
@Palhinhaishot	2
@PaperBundle	2
@ParkerMolloy	2
@PatriotsVsLies	2
@Paul4Science	2
@Pete20221	2
@PeterCawdron	2
@PhilWMagness	2
@PicotyChelangat	2
@PoliticsVerse	2
@ProfMickWilson	2
@QuillGarrett	2
@R18Jcs	2
@RBuckshi	2
@RNCResearch	2
@RaileyKayBrown	2
@RandPaul	2
@RatingsWord	2
@RedMonkeyIdaho	2
@RepAOC	2
@RepDanBishop	2
@RepThomasMassie	2
@Resistenzanow	2
@ResisterSis20	2
@Reuters	2
@RichWalk3r	2
@RobinH00dThe2nd	2
@Roblev0	2
@RpsAgainstTrump	2
@RustiSmith_	2
@S_D_Mannix	2
@SaintPalermo	2
@SamMaggs	2
@SamanthaFoxy1	2
@Sarcasmcat24	2
@Sargon_of_Akkad	2
@SariellaForever	2
@SaycheeseDGTL	2
@ScottAdamsSays	2
@SenWhitehouse	2
@SenateGOP	2
@SenatorHagerty	2
@ShadowMeli	2
@Shaktidass18	2
@SharylAttkisson	2
@ShitpostGate	2
@Sibella29_	2
@Sky48115666	2
@SkyNewsAust	2
@Slitherslather	2
@SmellyCat2Sunny	2
@SpacesVector	2
@SpinneyJr	2
@StatisticsTesla	2
@StopSizewellC	2
@SuDharmapala	2
@Sweet_Science76	2
@TVGuyGrayson	2
@TakethatCt	2
@ThatAndreCamara	2
@TheEconomist	2
@TheSnowDreamer	2
@TheTorontoSun	2
@TheView	2
@TimForman1	2
@Tmafkab	2
@ToscaAusten	2
@Toujourealistic	2
@TuitoekJune	2
@TwoSides1Truth	2
@Tyroneuhsaurus	2
@UFWupdates	2
@UNEP	2
@UNFCCC	2
@UNPeacekeeping	2
@UmustBkiddingME	2
@Una_Alta_Volta	2
@Unity_Coach	2
@VAconservativ	2
@VDejan0000	2
@Vanessa76_1	2
@VerhofstadtQ	2
@VerucaSalty76	2
@Victorshi2020	2
@VtTbQW9s3xjPOow	2
@Vulcan_hobo	2
@WIRED	2
@Wags_16	2
@Wahboom	2
@WajahatAli	2
@WallStreetSilv	2
@WholeMarsBlog	2
@WilliamJRipple	2
@Winston43105474	2
@WorldBank	2
@Wot_the_Actual	2
@WrenCobb	2
@Xx17965797N	2
@Zwornd	2
@_TheSmartAlec1	2
@_david_ho_	2
@a36180557	2
@abdussalaamMMA	2
@adambriggle	2
@adamconover	2
@addict_opiate	2
@adenya_leah	2
@albaa_maha	2
@all_tickety_b00	2
@andrew7rd	2
@andrew_lipnick	2
@andrew_voisin	2
@antonioguterres	2
@atherton_chris	2
@atumpkins11	2
@axios	2
@azfamily	2
@backtolife_2023	2
@bazcarter15	2
@benstokes38	2
@bernakingsley	2
@billieeilish	2
@bjames280961	2
@bleasdale_r	2
@blokeinthecrowd	2
@bmay	2
@boomer_ish	2
@brent_scamehorn	2
@canadiancarol1	2
@chefwanda5	2
@chillout1212	2
@chrisjsankey	2
@circlehealthgrp	2
@cspanwj	2
@danieldaekim	2
@danielmgmoylan	2
@dann58638436	2
@dave35547237	2
@dbongino	2
@deaflibertarian	2
@deannam45470612	2
@displacedyoon	2
@djchicus	2
@djliston75	2
@dlaw530	2
@dodiez8	2
@dougboneparth	2
@dr_slurp_	2
@drangie11	2
@duke_ofthe	2
@elliegoulding	2
@elliespendejo	2
@endelstamberg	2
@essig_sherry	2
@estherschindler	2
@extremetemps	2
@ezioisonfire	2
@farrelrichard1	2
@foxes_in_love	2
@georgehahn	2
@geosociety	2
@godkeepusfree	2
@goingtheretwo	2
@hasanthehun	2
@hauxton	2
@heatherbacon03	2
@hodgetwins	2
@homeopathy2010	2
@hutchman_matt	2
@i_petersen	2
@ianrowley677	2
@iiiiii_x_iiiiii	2
@imin_your_head	2
@inky_mark	2
@irishexaminer	2
@jakeshieldsajj	2
@jasonselvig	2
@jbonbon91	2
@jcvis_	2
@jensstoltenberg	2
@jenstilmanydots	2
@jkoobiez	2
@jm493_au	2
@joe_possibly	2
@joe_warmington	2
@jpg1962	2
@k_rademann	2
@kchartsmaster	2
@kcinor	2
@keeole	2
@kirstinosgood	2
@kithercbaby	2
@ksorbs	2
@labrooy61	2
@lauratobin1	2
@lazlowoodbine42	2
@liketephlon	2
@lizabethdevon	2
@loadarubbis	2
@lpetty822	2
@macphee_jamie	2
@macsween_prue	2
@maskiavelli	2
@mattbrauer	2
@matthewdmarsden	2
@mattkahn1966	2
@mattwridley	2
@maxlords	2
@mchooyah	2
@mhdksafa	2
@michaelmalice	2
@michaelmezz	2
@micjb	2
@milephakphum	2
@msabouri	2
@mtgreenee	2
@mtracey	2
@najaraviel	2
@nexta_tv	2
@nicher66	2
@noeffoe	2
@nzherald	2
@of_flocks	2
@ogilville1	2
@patkerrigan7	2
@paulg	2
@phlannelphysics	2
@pinkheretic	2
@planetkooler	2
@playaspec	2
@preciousleaty	2
@prof_brunt	2
@put_in2010	2
@raphousetv2	2
@reaIDonaIdTru_	2
@realnewspunch	2
@rescuedogs1115	2
@resiguru	2
@robcarlson20	2
@robotmaths	2
@robreiner	2
@rosmadiwahab	2
@rrnicholas22	2
@rtenews	2
@samanthamarika1	2
@scobie	2
@shailenewoodley	2
@sharer22345	2
@sherry2diamond	2
@sherryrehman	2
@shravaka	2
@sobcob	2
@sportbible	2
@stacy_jetson	2
@stevesdog1	2
@suastusa	2
@sunick51	2
@tcm	2
@tevet	2
@theAliceRoberts	2
@theFFCfan	2
@thebannabee	2
@thegrimbarian	2
@theshaneisaac	2
@thesiriusreport	2
@thisisnothappen	2
@todd_singleton	2
@trussliz	2
@tweetd99	2
@twitterverse	2
@umbongo_ed	2
@vincent13031925	2
@visegrad24	2
@wobski421	2
@xpaulso	2
@01splcheck	1
@03T800	1
@079LV	1
@11syoung	1
@13molon	1
@13tesoro	1
@156BoyWonder	1
@1GarethWynJones	1
@1GaryBernstein	1
@1LemonLuv	1
@1NJConservative	1
@1ainTro11sBots	1
@1loriking	1
@1madwoman1962	1
@250kchip	1
@25_cycle	1
@2HemiDude2	1
@31BJN	1
"@350"""	1
@3Twin_com	1
@45Angelheart	1
@45Lori1	1
@45anm1	1
@45tf5	1
@4biddnKnowledge	1
@4cats412	1
@52Mike52	1
@60sharpy	1
@7777rep	1
@7Mcae	1
@88delusional88	1
@99j_s	1
@9NewsAUS	1
@AAbdishakur	1
@ABCaustralia	1
@ABDanielleSmith	1
@ACKCurrent	1
@ACTSNET	1
@AD_greenwoke	1
@AIforGood	1
@AJEnglish	1
@AK12245678	1
@AKorybko	1
@AM730Traffic	1
@AP_Politics	1
@ARogueHawk1	1
@ASweetGirlInYou	1
@ATLReign	1
@ATT	1
@AVindman	1
@AZGOP	1
@A_G_Hawkins	1
@AaronBr00mfie7d	1
@AbdulMananSair	1
@AbongileDumako	1
@AbrahamHamadeh	1
@ActivePatriotUK	1
@AdaMousa1	1
@Adamwastaken__	1
@Adelfar4	1
@AdiBurtel	1
@AdmiralDuncan	1
@Aesenti	1
@AfricaFactsZone	1
@AfricanSamo	1
@Aftersun20XD6	1
@AgnesRunacher	1
@Ah_Science	1
@AlanHasell	1
@Albertagarbage	1
@AlbertinaMuseum	1
@Albertsons	1
"@AlboMP"""	1
@AlexDPositively	1
@AlexEpstein's	1
@Alexand45539671	1
@AllenMRI7	1
@AlpineCoxy	1
@AlpineSkiWC	1
@AltHistoryHub	1
@AltcoinDailyio	1
@AlwysLrning316	1
@AmanVer25674493	1
@Amanda4c	1
@AmeSylph	1
@AmericanAccolon	1
@AmericanIndian8	1
@AmericanwomanU1	1
@AmerigoFreedo	1
@AminaJMohammed	1
@AmolC1	1
@Amy95474055	1
@AmyCaraway4	1
@AmyLynnStL	1
@AndSlings	1
@Andre6874lap	1
@AndreEinherjar	1
@AndreaShullaw	1
@AndrewG54126661	1
@AndrewMichael30	1
@AndrewScheer	1
@Andyging	1
@AngelEyesSC	1
@AngelaRayner	1
@AngieMama_	1
@AngusTaylorMP	1
@AniqaNisar	1
@AnnCoulter	1
@AnnLesbyPhD	1
@Annakhait	1
@AnnastaciaMP	1
@AnotherBrisket	1
@AntifaSocialist	1
@Antifascistty	1
@Antonia99219423	1
@ApidaeHoney	1
@Apple	1
@April5761	1
@Arantha20	1
@Arkypatriot	1
@Arwenstar	1
@As	1
@AtherleyChris	1
@AubergineSauce	1
@AugustusBC63	1
@AusPolMate	1
@AuthorKimberley	1
@AutumnMandrake	1
@AviWoolf	1
@AwakenWithJP	1
@AwoAyoAwo	1
@Awuloini	1
@Aylmer51	1
@BBCWomansHour	1
@BBCWorld	1
@BBwynns	1
@BCTGA	1
@BJCollins131	1
@BLKMDL3	1
@BMoens	1
@BRWNRepublican	1
@BTSx70	1
@B_Bolshevik100	1
@B_Fastard	1
@Backoff11111	1
@Bagel69er	1
@Bapu94	1
"@BarackObama"""	1
@BarbaraHearn	1
@Barrtecforever	1
@BasedSolutions1	1
@Batman2242	1
@Bauchnabelzwerg	1
@Bazthebemused	1
@Bcurious65	1
@BeatrizTalegon	1
@BeccyRyan	1
@Beezerally	1
@BefittingFacts	1
@BegazoDylan	1
@BelamiAndre	1
@BellaWallerstei	1
@Bellisima_3	1
@BenChungusEdens	1
@BenFranta	1
@BenGoldsmith	1
@BenSasse	1
@BenScot67196354	1
@BenjaminMateus7	1
